"Mittauspiste Sijainti Päivä Suuntakoodi Ajoneuvoluokka",,,,,KLO_00-01,KLO_02-03,KLO_03-04,KLO_04-05,KLO_05-06,KLO_06-07,KLO_07-08,KLO_08-09,KLO_09-10,KLO_10-11,KLO_11-12,KLO_12-13,KLO_13-14,KLO_14-15,KLO_15-16,KLO_16-17,KLO_17-18,KLO_18-19,KLO_19-20,KLO_20-21,KLO_21-22,KLO_22-23,KLO_23-00
1435,st954_Muonio,2020/03/05,2,"16 HA + PK",,,,,,,,,,,1,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/06,1,"11 HA-PA",,,1,,,1,1,1,4,5,7,5,6,7,16,12,8,3,6,3,2,,3
1435,st954_Muonio,2020/03/06,1,"12 KAIP",,,1,,,,,,2,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/06,1,"16 HA + PK",,,2,,,,1,,,,,,1,,,,,,1,,,,
1435,st954_Muonio,2020/03/06,1,"17 HA + AV",,,,,,,,,,1,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/06,2,"11 HA-PA",,1,,,,2,4,4,6,7,5,12,7,6,11,5,6,3,5,3,1,,2
1435,st954_Muonio,2020/03/06,2,"12 KAIP",,,1,,,,,2,,,,1,,,,,,,,,,,
1435,st954_Muonio,2020/03/06,2,"16 HA + PK",,,,,,1,,,1,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/07,1,"11 HA-PA",,,,,,,,1,3,6,10,7,6,2,8,14,9,7,4,,2,,
1435,st954_Muonio,2020/03/07,1,"12 KAIP",,,,,,1,,,,,,,,,,,,,1,1,,,
1435,st954_Muonio,2020/03/07,1,"16 HA + PK",,,,,,,,,,1,,,,,1,,,,,,,,
1435,st954_Muonio,2020/03/07,2,"11 HA-PA",,,,,1,,1,3,2,10,14,9,3,6,7,1,3,4,3,,,,
1435,st954_Muonio,2020/03/07,2,"12 KAIP",,,,,,,1,,,,,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/07,2,"13 Linja-autot",,,,1,,,,,,,,,,,,,,,,,1,,
1435,st954_Muonio,2020/03/07,2,"16 HA + PK",,,,,,,,,1,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/08,1,"11 HA-PA",1,,,1,,1,1,,1,5,7,3,8,4,9,3,2,,2,1,3,1,
1435,st954_Muonio,2020/03/08,1,"13 Linja-autot",,,,,,,,,,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/08,1,"17 HA + AV",,,,,,,,,,,,1,,,,,,,,,,,
1435,st954_Muonio,2020/03/08,2,"11 HA-PA",1,,,,,1,,3,2,1,6,3,3,7,3,3,4,1,1,2,1,2,
1435,st954_Muonio,2020/03/08,2,"16 HA + PK",,,,,,,,,,1,,,1,1,,,,,,,,,
1435,st954_Muonio,2020/03/09,1,"11 HA-PA",,1,1,1,,,,1,8,6,8,9,10,8,2,14,4,6,3,3,2,2,
1435,st954_Muonio,2020/03/09,1,"12 KAIP",,,,,,2,1,,,,,,1,,1,2,,,,,,,
1435,st954_Muonio,2020/03/09,1,"14 KAPP",,,,,,,,,,,,,1,,,,,,,,,,
1435,st954_Muonio,2020/03/09,1,"16 HA + PK",,,,,,,,,,1,,1,,,,,,,,,,,
1435,st954_Muonio,2020/03/09,2,"11 HA-PA",,,1,,,2,5,4,3,8,10,9,4,4,6,7,6,4,3,4,2,,1
1435,st954_Muonio,2020/03/09,2,"12 KAIP",,,,,,2,,,,,,2,,,,2,,,,,,,
1435,st954_Muonio,2020/03/09,2,"17 HA + AV",,,,,,,,1,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/10,1,"11 HA-PA",,,,1,,,,2,3,6,3,4,10,9,7,5,3,7,6,3,1,,1
1435,st954_Muonio,2020/03/10,1,"16 HA + PK",,,,,,,,,,,,,,,,1,,1,,,,,
1435,st954_Muonio,2020/03/10,2,"11 HA-PA",2,,,,,1,2,4,6,5,5,4,9,6,7,8,7,2,3,3,,,
1435,st954_Muonio,2020/03/10,2,"16 HA + PK",,,,,,,,,,,,,,1,1,,1,,1,,,,
1435,st954_Muonio,2020/03/11,1,"11 HA-PA",,,,,,,3,2,2,2,9,7,7,6,3,7,6,5,4,1,,2,
1435,st954_Muonio,2020/03/11,1,"12 KAIP",,,,,,,,,,,,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/11,1,"15 KATP",,,,,,,,,,,,,,,,1,,,,,,,
1435,st954_Muonio,2020/03/11,1,"16 HA + PK",,,,,,,,,1,,,,,,,,1,,1,,,1,
1435,st954_Muonio,2020/03/11,2,"11 HA-PA",,,,,,1,4,2,2,6,6,9,3,10,2,5,4,3,2,1,1,2,
1435,st954_Muonio,2020/03/11,2,"12 KAIP",,,,,,,,,,,,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/11,2,"16 HA + PK",,,,,,,,,,,,1,,,,,,,,,,,
1435,st954_Muonio,2020/03/12,1,"11 HA-PA",,,,1,,,,2,5,7,6,8,5,7,8,18,4,4,6,1,,,
1435,st954_Muonio,2020/03/12,1,"12 KAIP",,,,,,,,,,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/12,1,"16 HA + PK",,,,,,,,,,,,,,,,,1,1,,,,,
1435,st954_Muonio,2020/03/12,2,"11 HA-PA",,,,,,,8,4,4,8,7,8,4,6,5,8,5,2,1,1,1,,1
1435,st954_Muonio,2020/03/12,2,"12 KAIP",,,,,,,,,,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/12,2,"17 HA + AV",,,,,,,,,,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/13,1,"11 HA-PA",,,,1,,2,,3,5,7,3,6,5,6,9,7,10,5,4,2,3,,2
1435,st954_Muonio,2020/03/13,1,"12 KAIP",,,1,,,,1,1,,1,,,,,,,1,,,,,,
1435,st954_Muonio,2020/03/13,1,"16 HA + PK",,,,,,,,,,,,,,1,,,1,,,,,,
1435,st954_Muonio,2020/03/13,2,"11 HA-PA",,,,,,1,5,4,5,4,5,11,4,10,8,5,6,7,3,1,,1,1
1435,st954_Muonio,2020/03/13,2,"12 KAIP",,,1,,,,,,1,,,,,1,,,1,,,,,,
1435,st954_Muonio,2020/03/13,2,"16 HA + PK",,,,,,,,,,,,,,2,,,2,1,,,,,
1435,st954_Muonio,2020/03/14,1,"11 HA-PA",,,,,,2,,,1,4,4,9,8,6,6,5,8,2,5,1,2,1,
1435,st954_Muonio,2020/03/14,1,"12 KAIP",,,,,,,,,,,,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/14,1,"16 HA + PK",,,,,,,,,,1,1,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/14,1,"17 HA + AV",,,,,,1,,,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/14,2,"11 HA-PA",1,,1,,,1,1,1,2,8,12,7,7,4,3,4,2,6,2,3,1,,
1435,st954_Muonio,2020/03/14,2,"12 KAIP",,,,,,,1,,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/14,2,"14 KAPP",,,,,,,1,,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/14,2,"16 HA + PK",,,,,,,,,1,,,,,,,,,1,,,,,
1435,st954_Muonio,2020/03/15,1,"11 HA-PA",1,,,,,,,,1,3,6,4,4,7,5,4,2,4,2,1,,1,
1435,st954_Muonio,2020/03/15,2,"11 HA-PA",,,,,,,2,1,1,6,3,1,3,7,3,6,2,3,,1,1,,
1435,st954_Muonio,2020/03/15,2,"16 HA + PK",,,,,,,,,2,,,,,,,,1,,,,,,
1435,st954_Muonio,2020/03/16,1,"11 HA-PA",,1,,,,1,,2,6,3,8,6,5,6,11,10,8,1,2,1,2,,
1435,st954_Muonio,2020/03/16,1,"12 KAIP",,,,,,,1,2,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/16,1,"14 KAPP",,,,,,,,1,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/16,1,"16 HA + PK",,,,,,,,,,2,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/16,2,"11 HA-PA",,,,,,2,4,3,4,9,8,6,4,9,10,9,3,2,3,1,,1,
1435,st954_Muonio,2020/03/16,2,"12 KAIP",,,,,,,,1,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/16,2,"16 HA + PK",,,,,,,,1,1,1,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/16,2,"17 HA + AV",,,,,,,,,,,,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/17,1,"11 HA-PA",1,,,,,,,2,10,8,13,9,5,6,7,9,5,2,2,1,1,2,
1435,st954_Muonio,2020/03/17,1,"16 HA + PK",,,,,,,,,1,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/17,2,"11 HA-PA",,,,,,3,5,4,2,11,16,9,5,5,7,7,2,5,1,1,,,
1435,st954_Muonio,2020/03/17,2,"15 KATP",,,,,,,,,,,1,,,,,,,,,,,,
1435,st954_Muonio,2020/03/17,2,"16 HA + PK",,,,,,,,,,,1,,,,,,,,,,,,
1435,st954_Muonio,2020/03/17,2,"17 HA + AV",,,,,,,,,,,,,,,1,,,,,,,,
1435,st954_Muonio,2020/03/18,1,"11 HA-PA",,,,,,,,1,5,4,7,5,8,7,14,7,7,2,4,1,1,,
1435,st954_Muonio,2020/03/18,1,"16 HA + PK",,,,,,,,1,,,1,,1,,,2,,,,,,,
1435,st954_Muonio,2020/03/18,2,"11 HA-PA",,,,,1,6,3,3,3,4,8,6,5,5,7,6,5,6,2,,1,,
1435,st954_Muonio,2020/03/18,2,"16 HA + PK",,,,,,,,,,1,,1,1,2,,,,1,,,,,
1435,st954_Muonio,2020/03/19,1,"11 HA-PA",,,,,1,,1,1,1,,1,,2,1,2,3,,1,1,,,,1
1435,st954_Muonio,2020/03/19,1,"12 KAIP",,,,,,,,,,,,,,,,,,,1,,,,
1435,st954_Muonio,2020/03/19,2,"11 HA-PA",,,,,,,4,,1,1,1,,,,,1,,,,,,2,
1435,st954_Muonio,2020/03/20,1,"11 HA-PA",,1,,,1,,1,1,,1,,,3,3,3,7,1,,1,,,,
1435,st954_Muonio,2020/03/20,1,"15 KATP",,,,,,,,,,,,,,,,,,,,,,1,
1435,st954_Muonio,2020/03/20,2,"11 HA-PA",,,,,,,,1,1,,2,,1,1,,,,,,,,,
1435,st954_Muonio,2020/03/21,1,"11 HA-PA",,,,,1,,1,,1,,,1,,,1,2,,2,,,,,
1435,st954_Muonio,2020/03/21,1,"15 KATP",,,,,,,,,,,,,,,1,,,,,,,,
1435,st954_Muonio,2020/03/21,2,"11 HA-PA",,,,,,,,,,,,1,,1,,,,,,,,,
1435,st954_Muonio,2020/03/21,2,"17 HA + AV",,,,,,,,,,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/22,1,"11 HA-PA",,,,,1,,1,,,,,,1,,1,,,1,,,1,,
1435,st954_Muonio,2020/03/22,2,"11 HA-PA",,,,,,,,,,,,,1,,,,,,1,,1,,
1435,st954_Muonio,2020/03/23,1,"11 HA-PA",,,,,1,1,1,,,,,1,1,,,5,5,,,,,,
1435,st954_Muonio,2020/03/23,1,"16 HA + PK",,,,,,,,,,,,,,1,,,,,,,,,
1435,st954_Muonio,2020/03/23,2,"11 HA-PA",,,,,,,,,,,,,,,,,,1,,,,,
1435,st954_Muonio,2020/03/23,2,"12 KAIP",,,,,,1,,,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/24,1,"11 HA-PA",,,,,,1,1,1,,,,2,2,1,2,4,,1,,1,,,2
1435,st954_Muonio,2020/03/24,2,"11 HA-PA",,,,,,,,2,,,1,1,,2,,,,1,,,,,
1435,st954_Muonio,2020/03/24,2,"12 KAIP",,,,,,,,,,,,,,,,,,,,,,,1
1435,st954_Muonio,2020/03/24,2,"16 HA + PK",,,,,,,,,,,,,,,1,,,,,,,,
1435,st954_Muonio,2020/03/25,1,"11 HA-PA",,,,,,,2,2,,,1,2,4,,2,2,2,,,1,,,2
1435,st954_Muonio,2020/03/25,1,"12 KAIP",,,,,,,,,,1,,,,,,,,,,,,,1
1435,st954_Muonio,2020/03/25,1,"13 Linja-autot",,,,,,,,,,,,,,,,,,,,,,,1
1435,st954_Muonio,2020/03/25,1,"15 KATP",,,,,,,,,,,,,,,,1,,,,,,,
1435,st954_Muonio,2020/03/25,1,"16 HA + PK",,,,,,,,,1,,,,,,,,,,,,,,1
1435,st954_Muonio,2020/03/25,2,"11 HA-PA",,,,,,,1,4,1,2,,4,,,1,,,,,,,,1
1435,st954_Muonio,2020/03/25,2,"12 KAIP",,,,,,,,,,,1,,,,,,,,,,,,1
1435,st954_Muonio,2020/03/25,2,"15 KATP",,,,,,,,,,,,,,,,,,,,,,,2
1435,st954_Muonio,2020/03/25,2,"17 HA + AV",,,,,,,,,,,,,,,,,,,,,,,2
1435,st954_Muonio,2020/03/26,1,"11 HA-PA",,,,,,,,,2,1,2,,2,,3,4,2,,,,,,
1435,st954_Muonio,2020/03/26,2,"11 HA-PA",2,,,,,,1,,,,1,,,,,,,,,,,,
1435,st954_Muonio,2020/03/26,2,"12 KAIP",1,,,,,,,,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/27,1,"11 HA-PA",,,,,,,,1,1,,,2,4,1,2,5,,,,1,,,
1435,st954_Muonio,2020/03/27,1,"16 HA + PK",,,,,,,,,,,,,1,,,,,,,,,,
1435,st954_Muonio,2020/03/27,2,"11 HA-PA",,,,,,,1,,,,,,,,4,,,,,,,,
1435,st954_Muonio,2020/03/27,2,"12 KAIP",,,,,,,1,,,,1,,,,,,,,,,,,
1435,st954_Muonio,2020/03/28,1,"11 HA-PA",,,,1,,,,,,,,,1,1,,,1,1,1,,,,
1435,st954_Muonio,2020/03/28,1,"12 KAIP",,,,,,,,,,,,,,,,,,,,,1,,
1435,st954_Muonio,2020/03/28,1,"14 KAPP",,,,,,,,,,,,,,,,,,,,,1,,
1435,st954_Muonio,2020/03/28,1,"15 KATP",,,,,,,,,,,,,1,,,,,,,,,,
1435,st954_Muonio,2020/03/28,2,"11 HA-PA",,1,,,,,,,,,,,,,,,,,,,,1,
1435,st954_Muonio,2020/03/28,2,"12 KAIP",,,,,,,,,,,,,,,,,,,,,2,,
1435,st954_Muonio,2020/03/29,1,"11 HA-PA",,,,,,,,,,,,,2,,,,,,,,1,,
1435,st954_Muonio,2020/03/29,2,"11 HA-PA",,1,,,,,,,,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/29,2,"14 KAPP",,,,,,,,,1,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/30,1,"11 HA-PA",,,,1,1,1,1,1,1,,1,,1,2,1,2,2,1,1,,,,
1435,st954_Muonio,2020/03/30,1,"12 KAIP",,,,,,,,,1,,,,,,,,,,,,,,
1435,st954_Muonio,2020/03/30,2,"11 HA-PA",,,,,,,,,2,,,,,,,,,,,,,1,
1435,st954_Muonio,2020/03/31,1,"11 HA-PA",,,,1,1,,,1,,,4,,1,,1,3,1,2,,,,,
1435,st954_Muonio,2020/03/31,1,"12 KAIP",,,,,,,,,,,1,,,,,,,,,,,,
1435,st954_Muonio,2020/03/31,1,"16 HA + PK",,,,,,,,,,,,,1,,,,,,,,,,
1435,st954_Muonio,2020/03/31,2,"11 HA-PA",,,,,,,1,,,2,1,1,,,,1,,1,,,,,
1435,st954_Muonio,2020/03/31,2,"12 KAIP",,,,,,,,,,,,,,1,,1,,,,,,,
1435,st954_Muonio,2020/03/31,2,"13 Linja-autot",,,,,,,1,,,,,,,,,,,,,,,,
