"Mittauspiste Sijainti Päivä Suuntakoodi Ajoneuvoluokka",,,,,KLO_00-01,KLO_01-02,KLO_03-04,KLO_04-05,KLO_05-06,KLO_06-07,KLO_07-08,KLO_08-09,KLO_09-10,KLO_10-11,KLO_11-12,KLO_12-13,KLO_13-14,KLO_14-15,KLO_15-16,KLO_16-17,KLO_17-18,KLO_18-19,KLO_19-20,KLO_20-21,KLO_21-22,KLO_22-23,KLO_23-00
1253,st816_Hailuoto,2020/03/05,1,"13 Linja-autot",,,,,,2,,,,1,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/05,1,"14 KAPP",,,,,,,,,,,,,,,,,2,,,,,,
1253,st816_Hailuoto,2020/03/05,1,"15 KATP",,,,,,,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/05,1,"16 HA + PK",,,,,,,,2,1,,,1,,1,,2,1,,,1,,1,1
1253,st816_Hailuoto,2020/03/05,1,"17 HA + AV",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/05,2,"11 HA-PA",,,1,13,23,12,14,14,5,21,9,15,10,20,9,27,3,3,14,5,,2,
1253,st816_Hailuoto,2020/03/05,2,"12 KAIP",,,,,,1,,,4,2,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/05,2,"13 Linja-autot",,,,,,1,,,,,,1,,1,,,,1,,,,,
1253,st816_Hailuoto,2020/03/05,2,"15 KATP",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/05,2,"16 HA + PK",,,,,,,,2,1,,2,1,1,,,2,,1,,,,,
1253,st816_Hailuoto,2020/03/05,2,"17 HA + AV",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/06,1,"11 HA-PA",,,,,,4,12,12,4,26,29,22,2,28,39,54,46,43,,16,11,9,6
1253,st816_Hailuoto,2020/03/06,1,"12 KAIP",,,,,,1,,,,3,,,,1,,,2,1,,,,,
1253,st816_Hailuoto,2020/03/06,1,"13 Linja-autot",,,,,,1,1,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/06,1,"14 KAPP",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/06,1,"15 KATP",,,,,,,,,,2,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/06,1,"16 HA + PK",,,,,,,,,,1,1,,,1,,2,,1,,,,,
1253,st816_Hailuoto,2020/03/06,2,"11 HA-PA",,,,6,13,10,7,13,6,19,8,17,19,15,5,14,9,13,6,5,2,,5
1253,st816_Hailuoto,2020/03/06,2,"12 KAIP",,,,,,1,1,1,,,2,1,,1,,,,1,,,,,
1253,st816_Hailuoto,2020/03/06,2,"13 Linja-autot",,,,,,1,,,,1,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/06,2,"14 KAPP",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/06,2,"15 KATP",,,,,,1,,,,,,2,1,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/06,2,"16 HA + PK",,,,,,,,,,2,2,2,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/06,2,"17 HA + AV",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/07,1,"11 HA-PA",,2,,,,,10,12,9,16,37,24,,16,21,28,18,13,,15,10,2,3
1253,st816_Hailuoto,2020/03/07,1,"12 KAIP",,,,,,,,,,,,,,,2,,,,,,,,
1253,st816_Hailuoto,2020/03/07,1,"13 Linja-autot",,,,,,,,,1,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/07,1,"15 KATP",,,,,,,,,,,,1,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/07,1,"16 HA + PK",,,,,,,,1,,,,,,1,1,,,,,2,,,
1253,st816_Hailuoto,2020/03/07,1,"17 HA + AV",,,,,,,,1,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/07,2,"11 HA-PA",,,,,4,5,6,2,3,17,8,17,13,26,19,17,19,14,5,4,2,,
1253,st816_Hailuoto,2020/03/07,2,"12 KAIP",,,,,,,,,2,,,2,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/07,2,"13 Linja-autot",,,,,,,,,,1,,,,,,1,,1,,,,,
1253,st816_Hailuoto,2020/03/07,2,"16 HA + PK",,1,,,,,,,,1,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/07,2,"17 HA + AV",,,,,,,,,,1,,,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/08,1,"11 HA-PA",,,,,,,4,2,2,8,12,13,5,15,11,14,20,15,,13,3,7,
1253,st816_Hailuoto,2020/03/08,1,"12 KAIP",,,,,,,,,,,1,3,,,1,,1,,,,,,
1253,st816_Hailuoto,2020/03/08,1,"13 Linja-autot",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/08,1,"15 KATP",,,,,,,,,2,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/08,1,"16 HA + PK",,,,,,,,,,1,,1,,,,,1,1,,,,,
1253,st816_Hailuoto,2020/03/08,2,"11 HA-PA",,,,,2,,4,7,7,23,17,20,35,35,10,21,26,13,13,8,,,
1253,st816_Hailuoto,2020/03/08,2,"12 KAIP",,,,,,,,1,,,,,,2,,,,1,,,,,
1253,st816_Hailuoto,2020/03/08,2,"13 Linja-autot",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/08,2,"15 KATP",,,,,,,,,,,,3,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/08,2,"16 HA + PK",,,,,,,,,,1,,1,1,,2,2,,,,,,,
1253,st816_Hailuoto,2020/03/09,1,"11 HA-PA",2,,,,,3,9,23,10,6,16,6,1,10,21,30,25,12,,11,10,7,3
1253,st816_Hailuoto,2020/03/09,1,"12 KAIP",,,,,,7,,,,3,,,,,,1,2,,,,,,
1253,st816_Hailuoto,2020/03/09,1,"13 Linja-autot",,,,,,1,,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/09,1,"14 KAPP",,,,,,,,1,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/09,1,"16 HA + PK",,,,,,1,,,,1,,,,1,1,1,,,,2,,,
1253,st816_Hailuoto,2020/03/09,2,"11 HA-PA",,2,,11,18,26,13,14,12,24,14,23,20,21,2,28,13,8,2,4,,1,
1253,st816_Hailuoto,2020/03/09,2,"12 KAIP",,,,,1,,2,1,2,,3,2,,,,,1,1,,,,,
1253,st816_Hailuoto,2020/03/09,2,"13 Linja-autot",,,,,,,1,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/09,2,"15 KATP",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/09,2,"16 HA + PK",,,,,,,,,,,,1,1,,,,1,2,,,,,
1253,st816_Hailuoto,2020/03/09,2,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/10,1,"11 HA-PA",,,,,,3,6,25,17,10,12,18,,10,17,28,27,9,,7,1,5,2
1253,st816_Hailuoto,2020/03/10,1,"12 KAIP",,,,,,2,,,,1,,,,,,,,,,2,,,
1253,st816_Hailuoto,2020/03/10,1,"13 Linja-autot",,,,,,1,,1,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/10,1,"14 KAPP",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/10,1,"15 KATP",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/10,1,"16 HA + PK",,,,,,1,,,1,1,,1,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/10,2,"11 HA-PA",,,,10,26,29,6,13,8,21,7,12,17,14,12,31,17,18,6,8,,1,
1253,st816_Hailuoto,2020/03/10,2,"12 KAIP",,,,,,3,,,1,,,4,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/10,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/10,2,"15 KATP",,,,,,,,1,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/10,2,"16 HA + PK",,,,,,,,1,1,1,,,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/10,2,"17 HA + AV",,,,,,,,,,,,,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/11,1,"11 HA-PA",,,,,5,2,7,23,9,9,4,16,12,,14,37,23,9,,10,3,1,8
1253,st816_Hailuoto,2020/03/11,1,"12 KAIP",,,,,1,2,,1,,4,1,,,,,,3,1,,,1,,
1253,st816_Hailuoto,2020/03/11,1,"13 Linja-autot",,,,,1,,,,,2,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/11,1,"15 KATP",,,,,,1,,,,,,,2,,,,,,,,,,
1253,st816_Hailuoto,2020/03/11,1,"16 HA + PK",,,,,,,,1,,,,2,,,4,3,,1,,,,,
1253,st816_Hailuoto,2020/03/11,1,"17 HA + AV",,,,,,,,,,1,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/11,2,"11 HA-PA",,,,9,23,25,13,25,7,17,10,19,12,22,5,40,14,6,5,6,,,
1253,st816_Hailuoto,2020/03/11,2,"12 KAIP",,,,,1,1,2,2,3,,4,1,1,,,1,,3,,,2,,
1253,st816_Hailuoto,2020/03/11,2,"13 Linja-autot",,,,,,,,,,,,1,,,1,,,1,,,,,
1253,st816_Hailuoto,2020/03/11,2,"14 KAPP",,,,,,,,,,,,,,,2,,,,,,,,
1253,st816_Hailuoto,2020/03/11,2,"15 KATP",,,,,,,,,,,,,,1,2,,,,,,,,
1253,st816_Hailuoto,2020/03/11,2,"16 HA + PK",,,,1,,,1,3,,1,,,,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/12,1,"11 HA-PA",,,,,4,1,7,27,7,10,11,5,14,5,17,28,19,9,,10,5,5,4
1253,st816_Hailuoto,2020/03/12,1,"12 KAIP",,,,,1,,,2,,2,,,,,1,1,,,,,,,
1253,st816_Hailuoto,2020/03/12,1,"13 Linja-autot",,,,,1,,1,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/12,1,"14 KAPP",,,,,,,,,,1,,1,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/12,1,"15 KATP",,,,,,,,,,1,,,1,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/12,1,"16 HA + PK",,,,,,,1,2,1,1,,1,2,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/12,2,"11 HA-PA",,,,7,26,31,13,23,5,26,15,15,16,18,10,21,6,5,4,,,1,2
1253,st816_Hailuoto,2020/03/12,2,"12 KAIP",,,,1,,1,,4,,,3,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/12,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/12,2,"14 KAPP",,,,,,,,,,,1,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/12,2,"15 KATP",,,,,,,,,,,1,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/12,2,"16 HA + PK",,,,1,,,,,,1,,,2,,1,1,,,,,,,
1253,st816_Hailuoto,2020/03/13,1,"11 HA-PA",,,,,,5,8,13,7,5,7,19,,12,28,38,28,8,41,28,7,4,6
1253,st816_Hailuoto,2020/03/13,1,"12 KAIP",,,,,,1,,,1,3,,,,1,1,1,,,,,,,
1253,st816_Hailuoto,2020/03/13,1,"13 Linja-autot",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/13,1,"14 KAPP",,,,,,2,,,,2,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/13,1,"15 KATP",,,,,,,,,,,,,,,,,1,,1,,,,
1253,st816_Hailuoto,2020/03/13,1,"16 HA + PK",,,,,,,,,,1,,4,,1,1,,1,2,1,1,2,,
1253,st816_Hailuoto,2020/03/13,2,"11 HA-PA",,,,5,15,7,9,17,5,13,12,13,19,18,5,11,4,5,3,1,1,1,
1253,st816_Hailuoto,2020/03/13,2,"12 KAIP",,,,,,,1,1,,3,2,3,,,,,,1,,1,,,
1253,st816_Hailuoto,2020/03/13,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/13,2,"15 KATP",,,,,,,,,,,,,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/13,2,"16 HA + PK",,,,1,,,,1,,,,,1,,,1,,2,,,,,
1253,st816_Hailuoto,2020/03/14,1,"11 HA-PA",,,,,,,6,6,9,19,25,21,1,34,13,19,14,4,,6,5,4,
1253,st816_Hailuoto,2020/03/14,1,"12 KAIP",,,,,,,,,1,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/14,1,"13 Linja-autot",,,,,,,,,1,,,,,,1,,,,,,1,,
1253,st816_Hailuoto,2020/03/14,1,"15 KATP",,,,,,,,,,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/14,1,"16 HA + PK",,,,,,,,,,1,1,1,,3,1,,,,,,,,
1253,st816_Hailuoto,2020/03/14,2,"11 HA-PA",,,,,1,4,,3,9,14,10,8,16,16,7,29,15,10,9,8,4,1,
1253,st816_Hailuoto,2020/03/14,2,"12 KAIP",,,,,,,,1,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/14,2,"13 Linja-autot",,,,,,,,,,1,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/14,2,"15 KATP",,,,,,,,,,,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/14,2,"16 HA + PK",,,,,,,1,1,,,,1,1,2,1,,1,2,,,,,
1253,st816_Hailuoto,2020/03/15,1,"11 HA-PA",,,,,,,3,1,5,8,11,11,,11,12,12,8,5,,9,11,3,
1253,st816_Hailuoto,2020/03/15,1,"12 KAIP",,,,,,,,,1,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/15,1,"13 Linja-autot",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/15,1,"14 KAPP",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/15,1,"16 HA + PK",,,,,,,,,,,1,,,1,,1,,,,1,,1,
1253,st816_Hailuoto,2020/03/15,2,"11 HA-PA",,,,,1,1,3,4,3,15,16,10,30,19,15,38,24,15,9,10,1,1,
1253,st816_Hailuoto,2020/03/15,2,"12 KAIP",,,,,,,1,,,1,,,,2,,,,1,,,,,
1253,st816_Hailuoto,2020/03/15,2,"13 Linja-autot",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/15,2,"14 KAPP",,,,,,,,,,,,,,,2,,,,,,,,
1253,st816_Hailuoto,2020/03/15,2,"15 KATP",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/15,2,"16 HA + PK",,,,,,,,,,1,1,2,2,,,1,,2,,,,,
1253,st816_Hailuoto,2020/03/16,1,"11 HA-PA",1,,,,,3,6,14,10,6,8,11,,12,16,23,18,12,2,14,3,1,3
1253,st816_Hailuoto,2020/03/16,1,"12 KAIP",,,,,,,1,,2,,,,,,1,,1,1,,,,,
1253,st816_Hailuoto,2020/03/16,1,"13 Linja-autot",,,,,,1,,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/16,1,"14 KAPP",,,,,,1,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/16,1,"15 KATP",,,,,,,,,,,,,,,1,,,1,,,,,
1253,st816_Hailuoto,2020/03/16,1,"16 HA + PK",,,,,,,,,,1,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/16,1,"17 HA + AV",,,,,,,,,,2,,1,,,,,,,,,2,,
1253,st816_Hailuoto,2020/03/16,2,"11 HA-PA",1,,,11,18,18,11,15,4,12,13,8,7,14,3,23,2,1,3,2,1,,
1253,st816_Hailuoto,2020/03/16,2,"12 KAIP",,,,,,,,1,1,,3,,1,,,,,1,1,,,,
1253,st816_Hailuoto,2020/03/16,2,"13 Linja-autot",,,,,,1,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/16,2,"14 KAPP",,,,,,1,,,,,,2,,,1,,,,1,,,,
1253,st816_Hailuoto,2020/03/16,2,"16 HA + PK",,,,,,,,,,,,1,2,1,1,2,,,,,,,
1253,st816_Hailuoto,2020/03/17,1,"11 HA-PA",,,,,,4,7,19,13,17,2,8,28,,19,24,12,8,2,9,5,1,2
1253,st816_Hailuoto,2020/03/17,1,"12 KAIP",,,,,,,1,2,2,,,1,,,,1,1,1,,,1,,
1253,st816_Hailuoto,2020/03/17,1,"13 Linja-autot",,,,,,1,,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/17,1,"14 KAPP",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/17,1,"16 HA + PK",,,,,,,,,,,,1,,,,4,,1,,,,,
1253,st816_Hailuoto,2020/03/17,1,"17 HA + AV",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/17,2,"11 HA-PA",,,,7,13,15,8,8,4,16,10,9,16,22,2,18,5,3,5,1,1,2,1
1253,st816_Hailuoto,2020/03/17,2,"12 KAIP",,,,,,,,1,2,1,,2,2,,,,,,2,,,,
1253,st816_Hailuoto,2020/03/17,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/17,2,"14 KAPP",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/17,2,"16 HA + PK",,,,1,,,,,,,1,,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/17,2,"17 HA + AV",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"11 HA-PA",,,,,,5,6,8,4,22,17,16,10,4,17,22,14,5,6,3,4,,1
1253,st816_Hailuoto,2020/03/18,1,"12 KAIP",,,,,,4,1,,,2,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"13 Linja-autot",,,,,,1,1,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"14 KAPP",,,,,,,,,,1,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/18,1,"15 KATP",,,,,,,,,,,,,,2,,,1,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"16 HA + PK",,,,,,,,,,3,2,,,,1,,2,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/18,2,"11 HA-PA",,,,8,17,8,8,9,,12,10,12,15,22,6,21,5,11,7,1,1,2,
1253,st816_Hailuoto,2020/03/18,2,"12 KAIP",,,,,1,,4,2,,,1,2,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/18,2,"13 Linja-autot",,,,,,1,,,,,1,,,,,1,,1,,,,,
1253,st816_Hailuoto,2020/03/18,2,"14 KAPP",,,,,,1,1,,,,1,1,1,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/18,2,"15 KATP",,,,,,,,,,,,,,,,2,,1,,,,,
1253,st816_Hailuoto,2020/03/18,2,"16 HA + PK",,,,,,,,,,,,1,,1,,2,,,,,,,
1253,st816_Hailuoto,2020/03/19,1,"11 HA-PA",3,,,,,4,6,12,7,13,7,9,1,16,20,25,13,8,,4,5,4,2
1253,st816_Hailuoto,2020/03/19,1,"12 KAIP",,,,,,1,1,,1,,,,,,1,,,,,,1,,
1253,st816_Hailuoto,2020/03/19,1,"13 Linja-autot",,,,,,1,,,,,1,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/19,1,"14 KAPP",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,1,"15 KATP",,,,,,,,,,1,,,,,,,,,,,,,1
1253,st816_Hailuoto,2020/03/19,1,"16 HA + PK",,,,,,,1,,1,,,1,,,1,1,1,1,,,,,
1253,st816_Hailuoto,2020/03/19,1,"17 HA + AV",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"11 HA-PA",,,,5,16,8,14,16,1,15,10,15,7,21,3,18,5,4,6,2,,3,
1253,st816_Hailuoto,2020/03/19,2,"12 KAIP",,,,,,1,,1,,2,,1,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"13 Linja-autot",,,,,,1,,,,,,,1,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/19,2,"14 KAPP",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"15 KATP",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"16 HA + PK",,,,1,,,,,,3,1,,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"17 HA + AV",,,,,,,1,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,1,"11 HA-PA",,,,,,6,5,9,6,14,16,10,1,25,26,23,15,22,,9,8,2,5
1253,st816_Hailuoto,2020/03/20,1,"12 KAIP",,,,,,1,,,,2,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,1,"13 Linja-autot",,,,,,1,,1,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/20,1,"15 KATP",,,,,,2,,,2,,,,,,,,,,,1,,,
1253,st816_Hailuoto,2020/03/20,1,"16 HA + PK",,,,,,,,,,1,1,2,,1,5,1,3,2,,1,,,
1253,st816_Hailuoto,2020/03/20,1,"17 HA + AV",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,2,"11 HA-PA",,,,5,11,7,9,9,1,5,14,14,22,21,9,14,10,5,4,5,2,,
