"Mittauspiste Sijainti Päivä Suuntakoodi Ajoneuvoluokka",,,,,KLO_05-06,KLO_06-07,KLO_08-09,KLO_09-10,KLO_10-11,KLO_11-12,KLO_12-13,KLO_13-14,KLO_14-15,KLO_15-16,KLO_16-17,KLO_17-18,KLO_18-19,KLO_19-20,KLO_20-21,KLO_21-22
1252,st866_Kuusamo_T,2020/06/09,2,"11 HA-PA",,,1,,,1,,2,,,,,2,1,2,
1252,st866_Kuusamo_T,2020/06/09,2,"15 KATP",,,,,1,,1,1,,3,,,1,,,
1252,st866_Kuusamo_T,2020/06/10,1,"11 HA-PA",,,3,1,1,1,3,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/10,1,"15 KATP",,,2,1,,2,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/10,2,"11 HA-PA",,,,,1,2,1,1,1,1,,,,1,2,
1252,st866_Kuusamo_T,2020/06/10,2,"15 KATP",,,,,1,1,1,,1,1,,3,,,,
1252,st866_Kuusamo_T,2020/06/11,1,"11 HA-PA",,,6,2,,2,1,4,1,2,1,,2,,,
1252,st866_Kuusamo_T,2020/06/11,1,"15 KATP",,,3,2,,,,,2,1,,,,,,
1252,st866_Kuusamo_T,2020/06/11,2,"11 HA-PA",,,,1,1,,4,3,1,,2,2,1,2,2,
1252,st866_Kuusamo_T,2020/06/11,2,"15 KATP",,,,,,,,,4,1,,,1,1,,
1252,st866_Kuusamo_T,2020/06/12,1,"11 HA-PA",,,4,,1,3,1,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/12,1,"15 KATP",,,3,,,,,,1,,,,,1,,
1252,st866_Kuusamo_T,2020/06/12,1,"16 HA + PK",,,,,,,,,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/12,2,"11 HA-PA",,,,,1,2,2,,1,,,1,,1,2,
1252,st866_Kuusamo_T,2020/06/12,2,"15 KATP",,,,,,1,,,2,1,,,1,,,
1252,st866_Kuusamo_T,2020/06/13,1,"11 HA-PA",,,2,,1,,2,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/13,1,"15 KATP",,,,,1,,1,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/13,2,"11 HA-PA",,,,,,1,1,,1,,,,,,2,
1252,st866_Kuusamo_T,2020/06/13,2,"15 KATP",,,,,1,1,,,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/14,1,"11 HA-PA",,,2,2,,,,1,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/14,1,"15 KATP",,,,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/14,1,"17 HA + AV",,,1,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/14,2,"11 HA-PA",,,1,,,1,,1,,,,1,,,2,
1252,st866_Kuusamo_T,2020/06/14,2,"15 KATP",,,,,,,1,,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/15,1,"11 HA-PA",,,3,1,1,1,2,3,2,2,1,2,,,1,
1252,st866_Kuusamo_T,2020/06/15,1,"12 KAIP",,,,,,1,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/15,1,"14 KAPP",,,,,,1,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/15,1,"15 KATP",,,3,,1,1,,2,,,,,,1,,
1252,st866_Kuusamo_T,2020/06/15,2,"11 HA-PA",,,,1,1,,4,1,1,4,1,,1,1,3,
1252,st866_Kuusamo_T,2020/06/15,2,"14 KAPP",,,,,,,,,,,1,,,,,
1252,st866_Kuusamo_T,2020/06/15,2,"15 KATP",,,,,1,,,1,1,1,,,2,1,,
1252,st866_Kuusamo_T,2020/06/16,1,"11 HA-PA",,,3,,,,3,2,,,,1,,,1,
1252,st866_Kuusamo_T,2020/06/16,1,"12 KAIP",,,1,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/16,1,"14 KAPP",,,,,,,,,1,1,,,,,,
1252,st866_Kuusamo_T,2020/06/16,1,"15 KATP",,,2,1,1,1,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/16,2,"11 HA-PA",,,,,,,3,,,1,,1,,,3,
1252,st866_Kuusamo_T,2020/06/16,2,"14 KAPP",,,,,,,1,,1,,,,,,,
1252,st866_Kuusamo_T,2020/06/16,2,"15 KATP",,,,,2,,,1,1,2,1,1,1,,,
1252,st866_Kuusamo_T,2020/06/17,1,"11 HA-PA",,,2,,,,2,2,4,1,,,2,,,
1252,st866_Kuusamo_T,2020/06/17,1,"14 KAPP",,,,,1,,,,,,1,,,,,
1252,st866_Kuusamo_T,2020/06/17,1,"15 KATP",,,1,3,,,,1,,,1,,,,,
1252,st866_Kuusamo_T,2020/06/17,2,"11 HA-PA",,,,,,,3,,3,2,2,,1,1,3,
1252,st866_Kuusamo_T,2020/06/17,2,"14 KAPP",,,,,1,1,,,,,1,,,,,
1252,st866_Kuusamo_T,2020/06/17,2,"15 KATP",,,,,,,1,1,,1,2,,,,,
1252,st866_Kuusamo_T,2020/06/18,1,"11 HA-PA",,,6,,1,2,2,,,1,1,,,,,
1252,st866_Kuusamo_T,2020/06/18,1,"14 KAPP",,,,1,,,,,1,,1,,,,,
1252,st866_Kuusamo_T,2020/06/18,1,"15 KATP",,,,3,,1,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/18,2,"11 HA-PA",,,,,1,1,2,1,1,,5,,,,2,
1252,st866_Kuusamo_T,2020/06/18,2,"14 KAPP",,,,,,,1,1,,,,,1,,,
1252,st866_Kuusamo_T,2020/06/18,2,"15 KATP",,,,,,,,,1,1,1,,,1,,
1252,st866_Kuusamo_T,2020/06/19,1,"11 HA-PA",,,5,,,,,2,,1,,,1,,,
1252,st866_Kuusamo_T,2020/06/19,1,"15 KATP",,,1,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/19,2,"11 HA-PA",,,,,,,,4,,,,,2,1,2,
1252,st866_Kuusamo_T,2020/06/19,2,"15 KATP",,,,,,,1,,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/20,1,"11 HA-PA",,,5,,1,1,1,1,,,,,,2,,
1252,st866_Kuusamo_T,2020/06/20,1,"15 KATP",,,1,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/20,2,"11 HA-PA",,,,,,1,1,1,,,1,,,3,2,
1252,st866_Kuusamo_T,2020/06/20,2,"15 KATP",,,,,,,,1,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/21,1,"11 HA-PA",,,5,,,,1,1,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/21,1,"12 KAIP",,,,,,,,,,,,,1,,,
1252,st866_Kuusamo_T,2020/06/21,1,"13 Linja-autot",,,,,,1,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/21,1,"15 KATP",,,1,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/21,2,"11 HA-PA",,,,,,1,1,,,1,1,1,1,1,2,
1252,st866_Kuusamo_T,2020/06/21,2,"15 KATP",,,,,,,,1,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/22,1,"11 HA-PA",,,4,1,1,2,2,2,,1,1,2,1,,,
1252,st866_Kuusamo_T,2020/06/22,1,"14 KAPP",,,1,,,,,,1,,,1,,1,,
1252,st866_Kuusamo_T,2020/06/22,1,"15 KATP",,,3,1,2,,,1,1,1,,1,,,,
1252,st866_Kuusamo_T,2020/06/22,2,"11 HA-PA",,,,1,,2,2,2,,2,1,1,2,1,2,
1252,st866_Kuusamo_T,2020/06/22,2,"14 KAPP",,,,,,,1,,1,,,,1,,,
1252,st866_Kuusamo_T,2020/06/22,2,"15 KATP",,,,,1,1,,2,,1,2,1,,1,,
1252,st866_Kuusamo_T,2020/06/23,1,"11 HA-PA",,,4,,2,,2,1,,,2,1,2,,,
1252,st866_Kuusamo_T,2020/06/23,1,"14 KAPP",,,,,1,,,,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/23,1,"15 KATP",,,2,,2,,1,1,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/23,2,"11 HA-PA",,,,,1,2,,1,,1,2,1,2,1,2,
1252,st866_Kuusamo_T,2020/06/23,2,"14 KAPP",,,,,1,,,,1,1,,,,,,
1252,st866_Kuusamo_T,2020/06/23,2,"15 KATP",,,,1,1,,1,1,,1,2,,,,,
1252,st866_Kuusamo_T,2020/06/24,1,"11 HA-PA",,,3,,,,1,2,,,1,1,,1,,1
1252,st866_Kuusamo_T,2020/06/24,1,"12 KAIP",,,1,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/24,1,"14 KAPP",,,,,,,,,1,,,,,,,
1252,st866_Kuusamo_T,2020/06/24,1,"15 KATP",,,1,,1,,,1,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/24,2,"11 HA-PA",,,,,,,1,1,,,,1,,2,4,1
1252,st866_Kuusamo_T,2020/06/24,2,"12 KAIP",,,,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/24,2,"14 KAPP",,,,,1,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/24,2,"15 KATP",,,,,,1,1,,1,2,1,1,,,,
1252,st866_Kuusamo_T,2020/06/25,1,"11 HA-PA",,,6,,1,1,4,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/25,1,"12 KAIP",,,,,,,,,1,,,,,,,
1252,st866_Kuusamo_T,2020/06/25,1,"13 Linja-autot",,,,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/25,1,"14 KAPP",,,,,,,,1,,,,,1,,,
1252,st866_Kuusamo_T,2020/06/25,1,"15 KATP",,,1,,,1,,1,,,,,1,,,
1252,st866_Kuusamo_T,2020/06/25,2,"11 HA-PA",,,,,,,6,,,1,,,,1,3,
1252,st866_Kuusamo_T,2020/06/25,2,"14 KAPP",,,,,,1,,,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/25,2,"15 KATP",,,,,1,,1,,,1,,2,,,,
1252,st866_Kuusamo_T,2020/06/26,1,"11 HA-PA",,,4,1,,,1,3,,1,,1,,,,
1252,st866_Kuusamo_T,2020/06/26,1,"13 Linja-autot",,,,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/26,1,"14 KAPP",,,,,,,1,,,,,,1,1,,
1252,st866_Kuusamo_T,2020/06/26,1,"15 KATP",,,1,1,,1,,,1,,,,1,1,,
1252,st866_Kuusamo_T,2020/06/26,2,"11 HA-PA",,,,1,,,2,1,,1,1,,1,,2,
1252,st866_Kuusamo_T,2020/06/26,2,"14 KAPP",,,,,,,,1,3,1,1,,,,,
1252,st866_Kuusamo_T,2020/06/26,2,"15 KATP",,,,,1,,,1,,1,,2,,,,
1252,st866_Kuusamo_T,2020/06/27,1,"11 HA-PA",,,2,,,,2,2,,,,,,,,
1252,st866_Kuusamo_T,2020/06/27,1,"13 Linja-autot",,,,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/27,1,"14 KAPP",,,1,,1,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/27,1,"15 KATP",,,1,,,,,1,,,,1,,,,
1252,st866_Kuusamo_T,2020/06/27,2,"11 HA-PA",,,,,,,1,2,1,,1,,,,3,
1252,st866_Kuusamo_T,2020/06/27,2,"14 KAPP",,,,,,1,1,4,,,,,,,,
1252,st866_Kuusamo_T,2020/06/27,2,"15 KATP",,,,,,1,,1,,,1,,,,,
1252,st866_Kuusamo_T,2020/06/28,1,"11 HA-PA",,,5,,,,2,2,,,1,1,,1,,
1252,st866_Kuusamo_T,2020/06/28,1,"13 Linja-autot",,,,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/28,1,"14 KAPP",,,1,1,,,,,,,,,,1,,
1252,st866_Kuusamo_T,2020/06/28,1,"15 KATP",,,1,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/28,2,"11 HA-PA",,,,,,1,2,,1,,1,2,,1,3,
1252,st866_Kuusamo_T,2020/06/28,2,"14 KAPP",,,,,,,2,3,,,,,,,,
1252,st866_Kuusamo_T,2020/06/28,2,"15 KATP",,,,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/29,1,"11 HA-PA",,,3,1,,,2,2,1,,1,,1,,,
1252,st866_Kuusamo_T,2020/06/29,1,"14 KAPP",,,,1,,,,,,1,,,,,,
1252,st866_Kuusamo_T,2020/06/29,1,"15 KATP",,,3,,,,1,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/29,2,"11 HA-PA",,,,1,,,2,1,1,1,1,,,1,3,
1252,st866_Kuusamo_T,2020/06/29,2,"14 KAPP",,,,,,1,2,2,2,,,,,,,
1252,st866_Kuusamo_T,2020/06/29,2,"15 KATP",,,,,1,1,1,,1,1,1,,,,,
1252,st866_Kuusamo_T,2020/06/30,1,"11 HA-PA",,2,3,,2,2,2,2,,,1,1,,,,
1252,st866_Kuusamo_T,2020/06/30,1,"13 Linja-autot",,,,1,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/06/30,1,"14 KAPP",,,,4,,,,,,2,,,,,,
1252,st866_Kuusamo_T,2020/06/30,1,"15 KATP",,,,3,,,,,2,,,,,,,
1252,st866_Kuusamo_T,2020/06/30,2,"11 HA-PA",,2,,1,,1,4,2,1,,1,,1,1,2,
1252,st866_Kuusamo_T,2020/06/30,2,"13 Linja-autot",,,,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/06/30,2,"14 KAPP",,,,,,,1,2,2,,,,,,,
1252,st866_Kuusamo_T,2020/06/30,2,"15 KATP",,,,,,1,,1,,1,1,1,,,,
